nctId,ec_single,ner,relation
NCT06533865,Inclusion: BMD Z-score \< -1.0 at ≥ 1 skeletal site,"```json
[
    {
        ""entity"": ""BMD Z-score"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""< -1.0"",
        ""category"": ""Measurement""
    },
    {
        ""entity"": ""≥ 1 skeletal site"",
        ""category"": ""Measurement""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Observation"",
        ""name"": ""BMD Z-score"",
        ""value"": {
            ""range"": {
                ""lower_bound"": -1.0,
                ""unit"": """"
            }
        },
        ""occurrence"": {
            ""operator"": ""at least"",
            ""number"": 1
        }
    }
]
```"
NCT06533865,Inclusion: Dental check-up within the past year,"```json
[
    {
        ""entity"": ""Dental check-up"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""within the past year"",
        ""category"": ""Temporal Constraints""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Procedure/Device"",
        ""name"": ""Dental check-up"",
        ""temporal"": {
            ""start"": {
                ""number"": 1,
                ""unit"": ""years""
            },
            ""end"": {
                ""number"": 0,
                ""unit"": ""years""
            },
            ""reference_event"": 0
        }
    }
]
```"
NCT06533865,"Exclusion: Disease other than FHA known to affect bone, including untreated thyroid dysfunction, Cushing's disease, renal failure, diabetes mellitus","```json
[
    {
        ""entity"": ""disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""FHA"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""untreated thyroid dysfunction"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""Cushing's disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""renal failure"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""diabetes mellitus"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""disease""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""FHA""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""untreated thyroid dysfunction""
    },
    {
        ""id"": 4,
        ""type"": ""Condition"",
        ""name"": ""Cushing's disease""
    },
    {
        ""id"": 5,
        ""type"": ""Condition"",
        ""name"": ""renal failure""
    },
    {
        ""id"": 6,
        ""type"": ""Condition"",
        ""name"": ""diabetes mellitus""
    }
]
```"
NCT06533865,Exclusion: Use of bisphosphonates,"```json
[
    {
        ""entity"": ""bisphosphonates"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Drug/Substance"",
        ""name"": ""bisphosphonates""
    }
]
```"
NCT06533865,Exclusion: Use of other medications known to affect bone metabolism within 3 months of the study (other than calcium and vitamin D supplementation).,"```json
[
    {
        ""entity"": ""medications"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""affect bone metabolism"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""within 3 months"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""calcium"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""vitamin D supplementation"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Drug/Substance"",
        ""name"": ""medications"",
        ""temporal"": {
            ""start"": {
                ""number"": 3,
                ""unit"": ""months""
            },
            ""reference_event"": 0
        }
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""affect bone metabolism""
    },
    {
        ""id"": 3,
        ""type"": ""Drug/Substance"",
        ""name"": ""calcium""
    },
    {
        ""id"": 4,
        ""type"": ""Drug/Substance"",
        ""name"": ""vitamin D supplementation""
    }
]
```"
NCT06533865,Exclusion: Substance abuse disorder; current smoker,"```json
[
    {
        ""entity"": ""Substance abuse disorder"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""current smoker"",
        ""category"": ""Observation""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Substance abuse disorder""
    },
    {
        ""id"": 2,
        ""type"": ""Observation"",
        ""name"": ""current smoker""
    }
]
```"
NCT06533865,Exclusion: History of malignancy or Paget disease of bone,"```json
[
    {
        ""entity"": ""History of malignancy"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""Paget disease of bone"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""History of malignancy""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""Paget disease of bone""
    }
]
```"
NCT06533865,"Exclusion: Pregnant, planning to become pregnant within 12 months after the end of treatment and/or breastfeeding","```json
[
    {
        ""entity"": ""Pregnant"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""planning to become pregnant"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""within 12 months"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""after the end of treatment"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""breastfeeding"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Pregnant""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""planning to become pregnant"",
        ""temporal"": {
            ""start"": {
                ""number"": 0,
                ""unit"": ""months""
            },
            ""end"": {
                ""number"": 12,
                ""unit"": ""months""
            },
            ""reference_event"": 3
        }
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""after the end of treatment""
    },
    {
        ""id"": 4,
        ""type"": ""Condition"",
        ""name"": ""breastfeeding""
    }
]
```"
NCT06533865,Exclusion: Cardiovascular: Myocardial infarction or stroke; history of hypertension or use of anti-hypertensive medications,"```json
[
    {
        ""entity"": ""Cardiovascular"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""Myocardial infarction"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""stroke"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""history of hypertension"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""use of anti-hypertensive medications"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Cardiovascular""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""Myocardial infarction""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""stroke""
    },
    {
        ""id"": 4,
        ""type"": ""Condition"",
        ""name"": ""history of hypertension""
    },
    {
        ""id"": 5,
        ""type"": ""Drug/Substance"",
        ""name"": ""use of anti-hypertensive medications""
    }
]
```"
NCT06533865,Exclusion: Immunodeficiency or taking immunosuppressive therapy,"```json
[
    {
        ""entity"": ""Immunodeficiency"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""immunosuppressive therapy"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Immunodeficiency""
    },
    {
        ""id"": 2,
        ""type"": ""Drug/Substance"",
        ""name"": ""immunosuppressive therapy""
    }
]
```"
NCT06533865,"Exclusion: Other conditions that can cause oligo-amenorrhea such as PCOS, premature ovarian insufficiency","```json
[
    {
        ""entity"": ""conditions"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""oligo-amenorrhea"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""PCOS"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""premature ovarian insufficiency"",
        ""category"": ""Condition""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""conditions""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""oligo-amenorrhea""
    },
    {
        ""id"": 3,
        ""type"": ""Condition"",
        ""name"": ""PCOS""
    },
    {
        ""id"": 4,
        ""type"": ""Condition"",
        ""name"": ""premature ovarian insufficiency""
    }
]
```"
NCT06533865,"Exclusion: Dental: Osteonecrosis of the jaw (ONJ) or risk factor for ONJ, such as invasive dental procedures (tooth extraction, dental implants, oral surgery in the past 3 months), poor oral hygiene, periodontal and/or pre-existing dental disease, and current use of corticosteroids","```json
[
    {
        ""entity"": ""Osteonecrosis of the jaw (ONJ)"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""risk factor for ONJ"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""invasive dental procedures"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""tooth extraction"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""dental implants"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""oral surgery"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""in the past 3 months"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""poor oral hygiene"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""periodontal disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""pre-existing dental disease"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""current use of corticosteroids"",
        ""category"": ""Drug/Substance""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Osteonecrosis of the jaw (ONJ)""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""risk factor for ONJ""
    },
    {
        ""id"": 3,
        ""type"": ""Procedure/Device"",
        ""name"": ""invasive dental procedures"",
        ""temporal"": {
            ""start"": {
                ""number"": 3,
                ""unit"": ""months""
            },
            ""reference_event"": 1
        }
    },
    {
        ""id"": 4,
        ""type"": ""Procedure/Device"",
        ""name"": ""tooth extraction"",
        ""temporal"": {
            ""start"": {
                ""number"": 3,
                ""unit"": ""months""
            },
            ""reference_event"": 1
        }
    },
    {
        ""id"": 5,
        ""type"": ""Procedure/Device"",
        ""name"": ""dental implants"",
        ""temporal"": {
            ""start"": {
                ""number"": 3,
                ""unit"": ""months""
            },
            ""reference_event"": 1
        }
    },
    {
        ""id"": 6,
        ""type"": ""Procedure/Device"",
        ""name"": ""oral surgery"",
        ""temporal"": {
            ""start"": {
                ""number"": 3,
                ""unit"": ""months""
            },
            ""reference_event"": 1
        }
    },
    {
        ""id"": 7,
        ""type"": ""Condition"",
        ""name"": ""poor oral hygiene""
    },
    {
        ""id"": 8,
        ""type"": ""Condition"",
        ""name"": ""periodontal disease""
    },
    {
        ""id"": 9,
        ""type"": ""Condition"",
        ""name"": ""pre-existing dental disease""
    },
    {
        ""id"": 10,
        ""type"": ""Drug/Substance"",
        ""name"": ""current use of corticosteroids""
    }
]
```"
NCT06533865,Exclusion: Planned invasive dental procedure over the next 12 months (the duration of the study),"```json
[
    {
        ""entity"": ""Planned invasive dental procedure"",
        ""category"": ""Procedure/Device""
    },
    {
        ""entity"": ""over the next 12 months"",
        ""category"": ""Temporal Constraints""
    },
    {
        ""entity"": ""the duration of the study"",
        ""category"": ""Temporal Constraints""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Procedure/Device"",
        ""name"": ""Planned invasive dental procedure"",
        ""temporal"": {
            ""start"": {
                ""number"": 0,
                ""unit"": ""months""
            },
            ""end"": {
                ""number"": 12,
                ""unit"": ""months""
            },
            ""reference_event"": 2
        }
    },
    {
        ""id"": 2,
        ""type"": ""Observation"",
        ""name"": ""the duration of the study""
    }
]
```"
NCT06533865,"Exclusion: Known sensitivity or absolute contraindication to any of the products or components of the medications to be administered (romosozumab, zoledronic acid, transdermal estradiol, micronized progesterone, calcium or vitamin D supplements)","```json
[
    {
        ""entity"": ""Known sensitivity"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""absolute contraindication"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""products or components of the medications"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""romosozumab"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""zoledronic acid"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""transdermal estradiol"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""micronized progesterone"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""calcium supplements"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""vitamin D supplements"",
        ""category"": ""Drug/Substance""
    }
]
```","```python
def extract_events(inputs: Dict[str, Any]) -> str:
    """"""
    This is function is used to identify and extract structured events and attributes related to the specified entities from the input text.
    The entities, along with their types and names, have been identified in a previous step and are provided for reference.

    The function takes a dictionary of `inputs` as an argument, which contains the following keys:
    - 'input_text': the input eligibility criteria in text format
    - 'entities': a list of entities, each containing the type and name of an entity identified in the input text
        e.g., [""Condition: Type 2 diabetes mellitus"", ""Drug/Substance: Metformin"", ""Measurement: Serum creatinine"", ""Procedure/Device: Chemotherapy"", ""Observation: Smoking"", ""Observation: 30 to 75 years old"", ...]

    The function should return a list of dictionaries, each containing the extracted events and attributes for the specified entities.
    - Event entity types include: `Condition`, `Observation`, `Procedure/Device`, `Drug/Substance`.
    - Attribute entities include: `Measurement`, `Temporal Constraints`, `Qualifiers/Modifiers`.

    The formats of the target extracted events are as follows:


    Observation:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Observation"",
        ""name"": str, \\ the name of the observation
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrence
        },
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""reference_event"": int, \\ the reference event id for the start and end window
        },
        ""value"":{
            ""range"": {
                ""lower_bound"": float, \\ the lower bound of the measurement value
                ""upper_bound"": float, \\ the upper bound of the measurement value
                ""unit"": str, \\ the unit of the measurement value
            },
            ""qualitative"": str, \\  the qualitative value of the measurement, e.g., ""positive"", ""negative"", ""normal"", ""abnormal"", etc.
        },
    }

    Condition:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Condition"", \\ the type of the entity
        ""name"": str, \\ the name of the condition
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrences 
            }},
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""reference_event"": int, \\ the reference event id for the start and end window
        }
    }

    Drug/Substance:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Drug/Substance"",
        ""name"": str, \\ the name of the drug
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrence
        },
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""reference_event"": int, \\ the reference event id for the start and end window
        }
    }


    Procedure/Device:
    {
        ""id"": int, \\ the unique identifier of the event, starting from 1 to N
        ""type"":""Procedure/Device"",
        ""name"": str, \\ the name of the procedure
        ""occurrence"": {
            ""operator"": str, \\ the operator of the occurrence, in [""at least"", ""at most"", ""exactly""]
            ""number"": int, \\ the number of occurrence
        },
        ""temporal"": {
            ""start"": {
                ""number"": int, \\ the number of days/months/years/etc before the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""end"":{
                ""number"": int, \\ the number of days/months/years/etc after the reference event
                ""unit"": str, \\ the unit of the temporal, in [""days"", ""weeks"", ""months"", ""years""]
            },
            ""reference_event"": int, \\ the reference event id for the start and end window
        }
    }}

    IMPORTANT: 
    - for all the events, the fields 'id', 'type', 'name' are mandatory, the other fields are optional and should be included only if they are present in the input text.
    - for all the events, the field 'type' must be one of the following: 'Condition', 'Observation', 'Procedure/Device', 'Drug/Substance'.

    The function should return a syntactically correct JSON format string that contains a list of the extracted events, each event should be one of the above formats.
    The output is wrapped within  ```json and ``` tags, for example:
    ```json
    [
        {
            ""id"": 1, \\ the unique identifier of the event, starting from 1 to N
            ""type"":""Observation"", \\ the type of the entity
            ""name"": ""age"", \\ the name of the observation
            ""value"":{
                ""range"": {
                    ""lower_bound"": float, \\ the lower bound of the age value
                    ""upper_bound"": float, \\ the upper bound of the age value
                    ""unit"": str, \\ the unit of the age value
                },
            },
        },
        ... \\ other events
    ]
    ```

    Returns:
    - str: a JSON format string that contains a list of the extracted events, wrapped by ```json and ``` tags
    """"""
```

# Provided inputs
input_text = """"""Patients with a known sensitivity or absolute contraindication to any of the products or components of the medications, including romosozumab, zoledronic acid, transdermal estradiol, micronized progesterone, calcium supplements, or vitamin D supplements.""""""
entities = [
    {
        ""entity"": ""Known sensitivity"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""absolute contraindication"",
        ""category"": ""Condition""
    },
    {
        ""entity"": ""products or components of the medications"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""romosozumab"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""zoledronic acid"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""transdermal estradiol"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""micronized progesterone"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""calcium supplements"",
        ""category"": ""Drug/Substance""
    },
    {
        ""entity"": ""vitamin D supplements"",
        ""category"": ""Drug/Substance""
    }
]

inputs = {
    ""input_text"": input_text,
    ""entities"": entities
}

# Function implementation
def extract_events(inputs: Dict[str, Any]) -> str:
    entities = inputs[""entities""]
    events = []
    id_counter = 1

    for entity in entities:
        event = {
            ""id"": id_counter,
            ""type"": entity[""category""],
            ""name"": entity[""entity""]
        }
        events.append(event)
        id_counter += 1

    return f""""""```json
{json.dumps(events, indent=4)}
```""""""

# Call the function with the provided inputs
output = extract_events(inputs)
print(output)
```json
[
    {
        ""id"": 1,
        ""type"": ""Condition"",
        ""name"": ""Known sensitivity""
    },
    {
        ""id"": 2,
        ""type"": ""Condition"",
        ""name"": ""absolute contraindication""
    },
    {
        ""id"": 3,
        ""type"": ""Drug/Substance"",
        ""name"": ""products or components of the medications""
    },
    {
        ""id"": 4,
        ""type"": ""Drug/Substance"",
        ""name"": ""romosozumab""
    },
    {
        ""id"": 5,
        ""type"": ""Drug/Substance"",
        ""name"": ""zoledronic acid""
    },
    {
        ""id"": 6,
        ""type"": ""Drug/Substance"",
        ""name"": ""transdermal estradiol""
    },
    {
        ""id"": 7,
        ""type"": ""Drug/Substance"",
        ""name"": ""micronized progesterone""
    },
    {
        ""id"": 8,
        ""type"": ""Drug/Substance"",
        ""name"": ""calcium supplements""
    },
    {
        ""id"": 9,
        ""type"": ""Drug/Substance"",
        ""name"": ""vitamin D supplements""
    }
]
```"
NCT06533865,Exclusion: BMD Z-score \<-2.5 (who we will refer for evaluation),"```json
[
    {
        ""entity"": ""BMD Z-score"",
        ""category"": ""Observation""
    },
    {
        ""entity"": ""<-2.5"",
        ""category"": ""Measurement""
    }
]
```","```json
[
    {
        ""id"": 1,
        ""type"": ""Observation"",
        ""name"": ""BMD Z-score"",
        ""value"": {
            ""range"": {
                ""upper_bound"": -2.5,
                ""unit"": """"
            }
        }
    }
]
```"
